A,B,C,D,E,F,G,H
2008,4,15,73245.86,16.23,144.99,5.4,10
2008,4,15,75024.47,85.07,96.07,5.1,10
2008,4,15,101930.79,85.07,95.91,5,27
2008,4,15,172456.48,-18.7,-175.96,5.7,10
2008,4,15,225951.5,51.86,-179.36,6.4,11
2008,4,16,3548.87,-18.61,-175.7,6.3,10
2008,4,16,30853.12,-31.63,-177.72,5.1,10
2008,4,16,55419.69,51.88,-179.16,6.6,13
2008,4,16,81132.33,0.83,126.08,5.7,10
2008,4,16,191936.27,39.03,140.01,5.8,166
2008,4,16,202846.47,-16.39,-13.86,5,10
2008,4,16,225923.48,-19.39,-179.14,5.3,651
2008,4,17,15300.1,15.46,-93.5,5.2,96
2008,4,17,75718.14,-19.94,-70.8,5.1,27
2008,4,17,82907.92,8.26,91.78,5.1,35
2008,4,17,83127.22,8.34,91.86,5.1,35
2008,4,17,102026.94,-19.15,167.72,5,35
2008,4,17,170252.25,15.89,144.88,5.5,10
2008,4,17,190900.77,-55.41,158.72,5.1,10
2008,4,17,225218.11,-13.4,167.1,5.3,212
2008,4,18,30151.66,35.02,81.16,5,10
2008,4,18,55836.48,26,128.41,5.1,28
2008,4,18,73547.99,49.37,155.68,5,71
2008,4,18,74348.79,25.98,128.39,5,26
2008,4,18,93659.11,38.45,-87.89,5.4,14
2008,4,18,153154.69,-52.86,21.08,5.4,10
2008,4,18,203907.14,-17.34,-179.02,6.3,553
2008,4,18,211056.88,-27.53,-176.58,5.8,10
2008,4,19,13842.7,4.27,127.11,5,60
2008,4,19,31225.18,-7.82,125.69,6.1,13
2008,4,19,55842.25,-20.27,168.8,6.3,14
2008,4,19,102112.5,-7.88,125.72,6,10
2008,4,19,131409.25,-20.28,168.81,5,35
2008,4,19,145340.8,-7.87,125.69,5.4,10
2008,4,19,165045.46,-7.93,125.63,5,10
2008,4,19,185116.29,-7.95,125.81,5.1,5
2008,4,20,52537.02,12.82,125.08,5.2,33
2008,4,20,73044.26,-3.67,26.07,5.2,10
2008,4,20,130120.49,-7.85,125.68,5.6,3
2008,4,21,34724.25,-55.44,-28.02,5,35
2008,4,21,53333.27,-7.07,129.74,5.3,110
2008,4,21,180810.68,-31.58,-177.85,5.1,45
2008,4,21,194120.49,-56.1,-126.89,5.1,10
2008,4,22,153222.26,-20.35,168.79,5.1,27
2008,4,23,47.77,-25.76,-45.47,5.2,10
2008,4,23,1115.15,-13.65,166.82,5.1,75
2008,4,23,12720.19,33.53,141.07,5.1,65
2008,4,23,140542.84,-3.86,131.45,5.5,10
2008,4,23,182841.88,22.88,121.62,6,10
2008,4,23,220415.4,22.88,121.65,5.1,6
2008,4,23,220912.39,22.77,121.72,5,10
2008,4,24,11915.17,-20.06,168.72,5.7,35
2008,4,24,121449.92,-1.18,-23.47,6.5,10
2008,4,24,143834.12,-20,169.01,5.1,35
2008,4,24,210638.14,-41.6,84.99,5,10
2008,4,25,44854,37.82,29.26,5,5
2008,4,25,95247.77,35.62,140.46,5.1,46
2008,4,25,120351.94,32.62,85.23,5,10
2008,4,25,182258.67,-16.06,-175.03,5.4,303
2008,4,26,64010.61,39.52,-119.93,5,1
2008,4,26,123859.46,13.9,51.66,5.3,10
2008,4,26,131452.16,50.63,51.83,5.1,10
2008,4,26,152814.41,-26.71,-177.84,5.1,169
2008,4,26,172428.19,-24.14,-111.51,5.1,10
2008,4,26,174320.88,-24.37,-112.03,5.1,10
2008,4,26,223124.59,-15.96,-174.05,5,131
2008,4,26,233449.39,-49.09,164.12,6.1,10
2008,4,27,11612.97,-3.27,101.41,5.2,46
2008,4,27,50239.91,-7.78,107.88,5,40
2008,4,27,72154.57,51.53,-176.54,5.1,35
2008,4,27,94103.81,-9.75,160.18,5,10
2008,4,27,143529.23,-35.46,-16.6,5.6,10
2008,4,27,173211.1,24.81,125.05,5.2,35
2008,4,27,182947.61,-42.71,-82.76,5,10
2008,4,27,211759.8,48.69,-128.89,5.2,10
2008,4,28,628.1,17.85,-100.17,5.8,56
2008,4,28,125328.95,-36.62,-110.59,5.2,10
2008,4,28,143317.64,-58.75,-24.77,5.2,35
2008,4,28,153117.31,-58.69,-24.78,5.2,35
2008,4,28,155755.28,-58.74,-24.71,6.1,35
2008,4,28,183334.2,-19.94,168.95,6.4,32
2008,4,28,202653.11,-20.24,168.82,6.1,35
2008,4,29,659.2,11.68,42.99,5,10
2008,4,29,10731.04,11.72,42.81,5,10
2008,4,29,52604.68,41.45,142.03,5.8,46
2008,4,29,90013.44,-54.36,5.78,5,10
2008,4,29,105644.19,18.65,-101.08,5.3,75
2008,4,29,191002.15,-6.11,127.48,5.9,404
2008,4,30,30306.9,40.84,-123.5,5.4,29
2008,4,30,80209.75,-8.07,121.81,5,35
2008,5,1,23246.72,50.73,-177.72,5.1,26
2008,5,1,45750.19,-19.47,168.88,5.7,35
2008,5,1,174454.68,-2.87,101.21,5,49
2008,5,2,13337.24,51.86,-177.53,6.6,14
2008,5,2,55124.55,-42.77,-72.27,5.2,10
2008,5,2,204809.58,-16.65,174.58,5.3,3
2008,5,3,5221.61,-20.02,-175.93,5.4,216
2008,5,3,23612.78,-42.78,-72.25,5,10
2008,5,3,32547.39,-3.27,147.91,5,35
2008,5,3,35334.93,-3.02,101.32,5.3,50
2008,5,3,190146.29,-6.64,155.09,5.8,35
2008,5,4,25112.34,43.15,-126.37,5.1,10
2008,5,4,133120.94,4.33,127.83,5,65
2008,5,5,25036.25,-22.75,173.43,5.2,53
2008,5,5,215753.8,28.37,54.05,5.2,46
2008,5,6,83951.32,53.25,-35.23,5.1,10
2008,5,6,84710.87,53.47,-35.13,5.2,10
2008,5,6,100635.67,-20.4,168.83,5.3,35
2008,5,6,124217.77,-20.46,168.84,5.5,35
2008,5,6,195111.37,71.48,-12.58,5,10
2008,5,6,232737.65,-7.86,123.15,5.4,212
2008,5,7,160202.6,36.18,141.54,6.2,19
2008,5,7,160340.43,36.23,141.77,5.4,35
2008,5,7,160904.08,36.23,141.91,5.3,6
2008,5,7,161227.63,36.23,141.7,5.1,38
2008,5,7,161636.19,36.16,141.76,6.1,23
2008,5,7,162410.22,36.12,141.84,5,29
2008,5,7,162740.13,36.38,141.76,5,35
2008,5,7,164518.7,36.16,141.53,6.9,27
2008,5,7,173118.99,36.25,141.58,5.4,37
2008,5,7,181956.66,36.15,141.5,5,15
2008,5,8,2722.4,-21.99,-68.83,5,110
2008,5,8,94036.57,36.09,141.93,5,19
2008,5,8,113123.88,5.51,94.7,5,35
2008,5,8,114538.94,-8.1,-108.58,5,10
2008,5,8,211843.35,36.28,142.03,5,31
2008,5,8,232106.96,36.11,141.68,5.6,17
2008,5,9,160817.22,-24.74,179.78,5,478
2008,5,9,215129.73,12.52,143.18,6.8,76
2008,5,10,61732.45,-51.46,139.13,5.1,10
2008,5,10,133249.77,23.37,143.28,5.1,35
2008,5,10,161545.85,-14.81,167.33,5,135
2008,5,10,182402.38,43.53,145.72,5.2,85
2008,5,10,194159.3,24.04,122.57,5.6,16
2008,5,10,205304.2,36.3,22.24,5.4,57
2008,5,11,54922.45,-17.74,-173.28,5.4,38
2008,5,11,205708.3,36.41,70.75,5.4,218
2008,5,12,22146.82,46.57,152.74,5,35
2008,5,12,62801.57,31,103.32,7.9,19
2008,5,12,64126.53,31.97,104.79,5.2,10
2008,5,12,64156,31.59,104.03,5.7,10
2008,5,12,64208.95,31.34,104.68,5.7,10
2008,5,12,64314.36,31.21,103.71,5.8,10
2008,5,12,64357.16,31.27,104.71,5.4,10
2008,5,12,64859.12,32.44,105.23,5.3,10
2008,5,12,65036.93,31.91,104.48,5.1,10
2008,5,12,65330.09,32.37,105.2,5.1,10
2008,5,12,65418.1,31.15,103.75,5.3,10
2008,5,12,65734.87,31.86,104.64,5.1,10
2008,5,12,70028.97,31.22,103.65,5,10
2008,5,12,70042.66,32.19,104.91,5,10
2008,5,12,70134.04,31.64,104.22,5.3,10
2008,5,12,70505.39,32.17,105.13,5,10
2008,5,12,73442.54,31.24,103.62,5.1,10
2008,5,12,81058.35,31.1,103.53,5,10
2008,5,12,82139.93,31.5,104.05,5,10
2008,5,12,90700.43,31.21,103.68,5,10
2008,5,12,94224.86,31.53,104.09,5.5,10
2008,5,12,102340.08,30.97,103.36,5,10
2008,5,12,111102.48,31.21,103.62,6.1,10
2008,5,12,125034.98,56.47,-153.07,5.2,20
2008,5,12,134054.13,31.03,103.51,5,10
2008,5,12,141527.38,32.12,104.65,5,18
2008,5,12,144607.74,32.73,105.62,5.1,10
2008,5,12,150531.26,31.24,103.69,5,17
2008,5,12,150859.66,31.95,104.57,5.1,10
2008,5,12,152853.44,31.06,103.51,5,10
2008,5,12,175435.91,31.18,103.52,5,34
2008,5,12,200850.43,31.41,103.89,5.6,21
2008,5,12,204534.82,31.75,104.45,5.3,32
2008,5,12,225745.14,24.08,122.57,5,29
2008,5,12,234618.97,31.28,103.53,5.2,10
2008,5,12,235446.86,31.3,103.53,5.1,10
2008,5,13,30038.33,31.2,103.68,5,10
2008,5,13,33711.17,-55.68,-28.36,5.2,35
2008,5,13,70708.5,30.89,103.19,5.8,9
2008,5,13,71916.26,32.42,105.28,5,10
2008,5,13,102919.34,4.68,95.09,5.4,35
2008,5,13,141431.31,16.46,122.25,5.2,44
2008,5,13,182756.78,22.7,121.24,5.2,20
2008,5,13,214832.62,16.48,122.24,5.3,53
2008,5,13,224448.33,1.37,125.69,5.1,87
2008,5,14,25439.98,31.33,103.52,5.4,18
2008,5,14,55457.98,32,104.03,5.1,10
2008,5,14,92643.95,31.36,104.01,5.1,10
2008,5,14,210107,31.66,104.21,5.1,10
2008,5,14,214740.28,-56.77,-142.31,5.7,10
2008,5,14,224602.21,-19.8,-178.25,5.4,604
2008,5,14,230050.38,-55.1,-129.04,5.2,10
2008,5,15,140615.33,-20.84,-174.06,5.1,35
2008,5,15,142328.82,-57.91,-25.48,5.9,35
2008,5,15,214402.73,-56.05,-27.48,5,90
2008,5,15,220744.66,-19.81,-177.49,5.3,363
2008,5,15,221908.83,-10.55,164.91,5.4,51
2008,5,16,50733.13,33.9,136.84,5,344
2008,5,16,52547.32,31.35,103.35,5.6,3
2008,5,16,110650.97,-32.54,-178.36,5.4,35
2008,5,16,173514.4,-5.6,148.56,5.3,149
2008,5,16,201652.19,31.29,103.67,5,10
2008,5,17,22315.63,-33.68,179.39,5.2,146
2008,5,17,94046.64,-32.22,-178.09,5.2,35
2008,5,17,141730.26,6.07,125.25,5.2,125
2008,5,17,170825.48,32.24,104.98,5.8,9
2008,5,17,200410.08,16.42,-97.83,5.2,29
2008,5,18,62641.31,4.6,118.17,5,10
2008,5,18,121723.34,-3.2,101.41,5.7,32
2008,5,18,185924.57,-26.43,-176.37,5,35
2008,5,19,31613.62,-47.78,31.97,5.9,10
2008,5,19,40858.69,32.4,105.04,5,10
2008,5,19,42101.68,-6.41,-106.9,5.2,10
2008,5,19,54039.57,-7.14,130.58,5.1,35
2008,5,19,60654.76,32.45,105.27,5.2,10
2008,5,19,100836.31,42.5,131.87,5.7,513
2008,5,19,142645.02,1.64,99.15,6,10
2008,5,19,144917.69,1.72,99.18,5.3,10
2008,5,19,151921.33,-5.73,147.2,5.2,127
2008,5,19,190257.01,-31.55,-178.89,5,136
2008,5,19,192458.89,-30.22,-177.66,5.1,57
2008,5,20,135335.64,51.16,178.76,6.3,27
2008,5,20,151604.41,-44.45,-78.21,5.6,10
2008,5,20,170800.2,-3.18,101.47,5.7,47
2008,5,20,171111.65,-3.2,101.41,5,45
2008,5,20,204243.7,53.3,108.43,5.3,10
2008,5,20,213712.17,-8.58,-74.89,5.2,129
2008,5,21,13024.8,-9.95,150.91,5.2,35
2008,5,21,24552.61,-9.98,150.89,5.4,39
2008,5,21,222255.69,-4.13,101.27,5.5,19
2008,5,21,232309.2,-4.45,101.1,5.2,22
2008,5,22,124259.12,7.38,-35.76,5,10
2008,5,23,33309.86,51.64,177.92,5.4,55
2008,5,23,64322.26,-59,149.04,5,10
2008,5,23,193534.78,7.31,-34.9,6.5,8
2008,5,23,204616,-22.85,-68.82,5.2,100
2008,5,23,225037.02,-7.06,129.48,5.7,125
2008,5,23,230406.46,-23.2,-115.09,5.3,10
2008,5,24,24336,-41.96,-72.19,5.4,9
2008,5,24,45818.87,42.39,-30.51,5.5,10
2008,5,24,62623.6,-42.03,-72.21,5,10
2008,5,24,74042.31,-8.84,124.1,5,81
2008,5,24,92406.71,-22.18,-179.57,5.3,615
2008,5,24,102843.4,-19.38,169.51,5.1,279
2008,5,24,132129.89,-0.3,-18.81,5.1,10
2008,5,24,132405.95,-7.18,156.07,5.9,29
2008,5,24,192042.49,4.33,-73.76,5.9,8
2008,5,24,232306.04,44.21,-129.39,5.1,10
2008,5,25,14625.05,-62.83,-158.04,5.2,10
2008,5,25,54512.7,15.29,-91.89,5,198
2008,5,25,82149.99,32.56,105.42,6.1,18
2008,5,25,153949.47,-54.35,-55.89,5.2,40
2008,5,25,191825.71,56.09,-153.78,6,22
2008,5,25,231557.65,4.73,-82.63,5.1,10
2008,5,26,5828.36,2.02,-84.59,5.1,33
2008,5,26,150133.64,8.42,-82.97,5.6,13
2008,5,26,153801.55,8.44,-83.03,5.1,10
2008,5,27,55112.05,-56.6,147.41,5.9,10
2008,5,27,80322.71,32.7,105.53,5.2,10
2008,5,27,83751.51,32.71,105.54,5.7,10
2008,5,27,112755.8,13.62,-91.02,5.7,26
2008,5,27,173418,-20.01,168.76,5.3,35
2008,5,27,173509.81,32.67,105.38,5,10
2008,5,28,92131.72,-33.22,-179.02,5,35
2008,5,28,131952.67,84.91,12.9,5.2,10
2008,5,28,145128.24,-25.2,-176.53,5,35
2008,5,28,145356.63,-0.09,124.9,5,40
2008,5,28,161420.44,13.39,144.82,5.4,54
2008,5,28,173528.8,-21.69,-68.34,5.3,124
2008,5,28,213905.06,-13.1,-74.46,5.2,84
2008,5,29,141117.19,-3.32,142.38,5,35
2008,5,29,154600.32,64,-21.01,6.3,9
2008,5,30,53541.21,8.39,-82.92,5.1,35
2008,5,30,72539.8,30.8,141.52,5.8,16
2008,5,30,104411.73,-54.74,0.99,5.7,10
2008,5,30,123829.96,50.46,-130.41,5,10
2008,5,30,232229.21,-4.3,152.63,5.1,76
2008,5,31,31615.24,-17.25,-175.07,5.1,219
2008,5,31,43756.01,-41.2,80.48,6.4,9
2008,5,31,142835.1,39.98,142.6,5,33
2008,5,31,231604.55,-28.92,-112.26,5.8,10
2008,6,1,3114.95,-54.82,0.98,5.5,10
2008,6,1,15723.69,20.12,121.35,6.3,31
2008,6,1,92428.04,51.74,159.19,5.2,30
2008,6,1,94232.18,-4.58,129.53,5.4,10
2008,6,1,103328.3,-4.57,129.5,5.4,10
2008,6,1,143103.01,-59.38,149.66,6.5,10
2008,6,1,153142.48,2.24,126.83,5,71
2008,6,1,155948.75,-9.16,118.03,5.1,81
2008,6,1,163506.03,51.62,159.28,5.1,40
2008,6,1,165923.8,24.85,121.82,5.3,94
2008,6,1,223050.88,-20.06,168.6,5.2,45
2008,6,1,225534.05,-4.59,129.59,5.1,10
2008,6,2,15845.46,-37.67,-17.12,5,10
2008,6,2,21717.52,-37.6,-17.64,5,10
2008,6,2,41951.21,-15.22,-173.67,5.6,35
2008,6,2,65625.31,9.05,125.62,5,60
2008,6,2,175024.91,44.18,-129.22,5.2,10
2008,6,2,194716.2,-0.03,123.28,5.3,153
2008,6,3,30929.36,32.07,104.6,5,10
2008,6,3,84216.81,-3.44,68.31,5.3,10
2008,6,3,101550.89,0.35,97.76,5.3,35
2008,6,3,162050.38,-10.51,161.27,6.2,84
2008,6,3,173132.36,-8.17,120.25,5.9,14
2008,6,3,210346.7,-8.12,120.26,5.8,7
2008,6,3,220427.87,-8.1,120.23,6,14
2008,6,3,224957.07,-2.08,99.97,5.2,35
2008,6,3,234326.6,-8.14,120.13,5.1,10
2008,6,4,12524.93,-0.63,122.64,5.3,46
2008,6,4,41740.97,37.35,72.15,5,224
2008,6,4,114953.4,-2.48,140.02,5,35
2008,6,4,170306.66,41.54,139.06,5.7,205
2008,6,4,212824.98,-22.57,-175.1,5.2,34
2008,6,5,21646.93,-38.84,-91.62,6,10
2008,6,5,25644.24,-6.86,150.74,5,54
2008,6,5,44105.53,32.35,105,5.2,10
2008,6,5,51126,15.76,-93.74,5.3,99
2008,6,5,52226.46,-38.87,-91.61,5.8,7
2008,6,5,110204.86,12.15,143.87,5.1,10
2008,6,5,133739.53,-8.73,-76.45,5.2,126
2008,6,5,165623.25,52.18,-169.49,5,43
2008,6,5,185311.27,-33.76,-178.64,5,23
2008,6,6,23901.78,31.07,141.49,5,52
2008,6,6,34250.64,-7.43,156.14,5.1,75
2008,6,6,134248.95,-7.49,127.89,6,122
2008,6,6,200256.89,35.88,-0.66,5.5,4
2008,6,7,130628.79,-12.39,-77.59,5,35
2008,6,7,191048.37,-3.55,140.85,5,54
2008,6,7,215312.86,-22.46,-175.07,5.2,35
2008,6,7,220318.1,-8.15,120.34,5.3,10
2008,6,7,220904.57,-8.11,120.43,5.1,10
2008,6,8,122529.71,37.96,21.52,6.4,16
2008,6,8,150501.99,-20.88,-68.37,5.2,117
2008,6,8,175619.64,33.17,92.12,5.2,10
2008,6,8,182443.56,32.45,85.24,5.1,10
2008,6,9,64016.4,-19.83,167.94,5,35
2008,6,9,73328.22,13.35,-90.67,5,64
2008,6,9,161302.41,-5.49,131.3,5,53
2008,6,10,41337.83,-18.1,167.88,5.9,35
2008,6,10,54940.87,-18.07,167.89,5.6,35
2008,6,10,71023.19,-5.17,154.58,5,46
2008,6,10,74436.59,5.25,126.39,5.4,57
2008,6,10,100458.08,33.18,91.96,5.4,10
2008,6,10,110414.89,33.18,92.08,5.1,10
2008,6,10,135946.16,-56.72,-25.41,5,35
2008,6,10,141538.05,33.16,92.09,5.3,10
2008,6,11,23008.44,-33.4,179.91,5.5,21
2008,6,11,83745.82,6.56,124.22,5.1,51
2008,6,11,111226.41,51.16,-179.25,5.2,47
2008,6,11,123004.1,-33.1,-15.86,5,10
2008,6,11,143010.32,-31.72,-178.52,5.2,35
2008,6,11,161053.62,-17.94,65.52,5.3,10
2008,6,12,2045.6,35.11,26.19,5.1,29
2008,6,12,20458.54,-20.54,169.99,5.2,35
2008,6,12,20957.22,-7.39,127.78,5,37
2008,6,12,51957.41,-9.38,112.77,5.2,51
2008,6,12,53043.93,-50.16,-114.17,5.9,10
2008,6,12,110008.49,12.76,144.95,5.4,35
2008,6,12,131012.96,25.46,141.25,5.3,35
2008,6,12,165334.94,-50.02,-113.66,5,10
2008,6,12,210624.26,-37.56,177.09,5.2,5
2008,6,13,30048.81,14.39,-91.47,5,93
2008,6,13,75156.29,-9.52,159.44,5,26
2008,6,13,134750.74,-4.84,128.12,5.4,25
2008,6,13,161324.64,0.82,97.48,5.1,23
2008,6,13,194035.93,-10.79,165.94,5.1,45
2008,6,13,195702.46,-36.15,-100.04,5,10
2008,6,13,200646.46,-17.84,-13.49,5.3,10
2008,6,13,234345.36,39.03,140.88,6.9,7
2008,6,13,234905.68,39.11,140.94,5.1,11
2008,6,14,2011.95,38.88,140.68,5.5,6
2008,6,14,2047.67,39.03,140.85,5.4,10
2008,6,14,64709.03,44.23,-129.2,5.2,10
2008,6,14,125525.15,-4.38,144.35,5,160
2008,6,15,11311.93,-17.74,-179.73,5.9,611
2008,6,15,81850.09,10.62,-86.17,5.2,30
2008,6,15,83717.2,-36.62,-107.45,6,10
2008,6,15,122128.88,-23.08,-66.42,5,211
2008,6,15,150930.73,-9.55,107.75,5.1,11
2008,6,16,101751.01,-49.33,116.5,5,10
2008,6,16,141438.41,39,140.84,5.1,10
2008,6,16,201301.73,-64.73,177.4,5.2,10
2008,6,17,172611.71,53.97,127.99,5.1,10
2008,6,17,174209.67,5.01,-82.65,5.9,10
2008,6,17,205704.27,-9.32,67.17,5,10
2008,6,18,15842.9,37.67,22.78,5.1,83
2008,6,18,52331.4,35.29,91.27,5.4,10
2008,6,18,81218.27,33.21,92.02,5.2,44
2008,6,18,93011.44,-12.2,166.71,5,185
2008,6,18,131310.92,1.98,128.41,5.4,73
2008,6,18,143233.7,3.01,126.77,5,34
2008,6,18,183433.19,-18.35,-174.68,5.1,73
2008,6,19,3533.37,6.79,92.7,5.1,35
2008,6,19,3645.7,-4.93,151.75,5.5,143
2008,6,19,22638.31,12.52,-87.72,5,72
2008,6,19,51920.57,-14.37,167.38,5.1,188
2008,6,19,144251.49,-2.59,152.97,5.1,35
2008,6,19,162048.17,-18.71,-173.39,5.1,10
2008,6,19,164328.64,-18.87,-173.32,5,10
2008,6,19,203609.84,-14.76,167.34,5,113
2008,6,20,1832.23,-18.7,-174.66,5.2,139
2008,6,20,31602.35,-4.78,148.92,5.5,607
2008,6,20,42437.65,-15.26,-174.64,5.1,35
2008,6,20,100138.62,-3.09,101.27,5,58
2008,6,20,122458.1,-2.04,98.7,5.2,24
2008,6,21,2914.24,-22.62,171.15,5.2,53
2008,6,21,55716.2,36.1,21.93,5.2,17
2008,6,21,72844.54,-5.4,152.07,5.1,70
2008,6,21,113623.9,36.06,21.82,5.6,5
2008,6,21,195216.84,36.47,70.23,5.1,222
2008,6,22,13206.89,16.7,-93.94,5.1,132
2008,6,22,72206.66,-8.86,157.8,5.8,11
2008,6,22,131534.79,-8.81,157.88,5.3,10
2008,6,22,201841.21,-12.69,166.7,5.2,35
2008,6,22,235630.03,67.7,141.28,6.1,18
2008,6,23,123212.53,46.48,153.27,5.6,10
2008,6,24,170235.69,29,142.45,5,42
2008,6,24,182653.01,40.04,70.84,5,48
2008,6,24,191444.15,-3.18,101.43,5.1,49
2008,6,24,193717.57,-2.52,138.42,5,11
2008,6,24,194810.06,-2.56,138.45,5.1,35
2008,6,25,15236.04,1.32,97.16,5.5,19
2008,6,25,23516.51,-56.03,-144.43,5.2,10
2008,6,25,24143.42,-56.01,-143.68,5.3,10
2008,6,25,25325.44,1.34,97.19,5.7,16
2008,6,25,64047.64,11.98,125.65,5.4,68
2008,6,25,102010.16,-6.53,154.55,5,58
2008,6,25,154128,-5.27,151.69,5.7,50
2008,6,25,233711.96,41.94,142.49,5.5,55
2008,6,26,639.57,-8.9,-75.63,5,38
2008,6,26,121302.61,-54.29,-136.48,5.2,10
2008,6,26,123401.65,-8.92,-75.58,5.2,39
2008,6,26,211915.58,-20.77,-173.34,6.2,38
2008,6,27,21600.8,-22.17,-174.9,5,35
2008,6,27,50811.64,11.15,-62.41,5.2,147
2008,6,27,114013.99,11.01,91.82,6.6,17
2008,6,27,130708.2,10.89,91.78,5.9,17
2008,6,27,131012.4,10.89,92,5.2,10
2008,6,27,141621.15,0.21,96.67,5.1,35
2008,6,27,180513.65,10.89,91.78,5,25
2008,6,27,233437.98,-15.15,-173.74,5.2,32
2008,6,28,32652.65,10.87,91.9,5.1,29
2008,6,28,85657.35,-33.1,-16.04,5.2,10
2008,6,28,93100.3,-5.16,150.95,5,146
2008,6,28,121044.24,-6.52,154.94,5,33
2008,6,28,125446.36,10.85,91.71,6.1,15
2008,6,28,152911.5,10.9,91.93,5.4,20
2008,6,28,154219,13.8,-93.28,5.1,25
2008,6,28,162855.86,14.33,-92.7,5.1,35
2008,6,28,232902.31,26.11,-44.82,5,10
2008,6,29,3213.4,11,91.73,5,24
2008,6,29,41437.01,10.75,91.64,5.2,23
2008,6,29,84159.34,35.71,88.34,5,10
2008,6,29,94219.52,14.18,-92.72,5.5,6
2008,6,29,124726.62,35.66,88.31,5.5,10
2008,6,29,165320,13.92,-93.38,5.1,16
2008,6,29,170218.88,51.92,-169.92,5.4,25
2008,6,29,193340.93,44.25,-129.25,5.4,10
2008,6,29,205304.89,45.16,137.45,6,326
2008,6,30,40559.42,-38.4,-93.25,5.2,10
2008,6,30,61743.02,-58.23,-22.1,7,8
2008,6,30,114922,14.47,-93.06,5,31
2008,6,30,171814.99,-58.15,-21.7,5.1,32
2008,7,1,1733.23,-10.37,-75.51,5.4,32
2008,7,1,4800.61,-58.32,-22.18,5.3,35
2008,7,1,15441.38,-58.12,-21.88,5.6,10
2008,7,1,103809.27,-33.08,-16.01,5,10
2008,7,1,155032.46,52.4,-168.29,5,31
2008,7,2,831.38,12.45,-44.2,5,10
2008,7,2,202256.72,35.78,88.36,5.2,10
2008,7,3,30237.56,-23.37,-179.78,6.2,581
2008,7,3,63453.7,10.28,-60.44,5.8,33
2008,7,3,91028.34,-23.97,69.6,5.1,10
2008,7,3,182117.65,15.82,-94.13,5,42
2008,7,3,231002,35.5,58.8,5.2,10
2008,7,4,45505.31,75.4,133.95,5,10
2008,7,4,60249.52,-1.42,-77.58,5.2,190
2008,7,4,101802.66,-3.51,145.38,5.1,35
2008,7,4,212646.5,-32.72,-179.92,5.1,45
2008,7,5,21204.48,53.88,152.89,7.7,632
2008,7,5,23056.1,54.08,153.99,5,495
2008,7,5,74902.56,36.64,140.95,5.1,49
2008,7,5,125613.76,51.66,179.46,5.1,73
2008,7,6,10008.83,45.35,151.04,5.7,22
2008,7,6,43026.94,-25.46,-176.35,5.3,49
2008,7,6,90821.29,45.39,150.96,5.7,17
2008,7,6,120131.73,15.29,122.42,5.4,26
2008,7,6,124655.99,15.25,122.49,5,26
2008,7,6,170520.4,27.75,142.25,5.1,52
2008,7,6,173629.47,-5.04,145.63,5.1,215
2008,7,7,44455.64,-16.43,-174.05,5.5,116
2008,7,7,74605.17,-58.09,147.77,5,10
2008,7,7,95852.39,10.74,91.69,5,10
2008,7,7,213925.99,-58.06,-22.15,5,10
2008,7,7,224350.84,51.94,-177.06,5.3,67
2008,7,8,14153.29,15.33,122.49,5.1,17
2008,7,8,74210.73,27.53,128.33,6,43
2008,7,8,91307.46,-15.99,-71.75,6.2,123
2008,7,8,160835.27,39.52,73.18,5,49
2008,7,8,182300.48,-60.07,-18.71,5.1,10
2008,7,9,23443.52,-12.41,166.46,5,45
2008,7,9,41747.1,-60.44,-45.47,5.1,10
2008,7,9,82416.77,-20.92,168.77,5.4,39
2008,7,9,91301.7,3.43,126.79,5,50
2008,7,9,122941.14,49.26,151.34,5.2,285
2008,7,9,221741.11,-1.83,101.14,5.3,53
2008,7,10,34645.23,-20.98,168.6,5,41
2008,7,10,51627.98,-15.2,167.52,5.3,122
2008,7,10,62949.93,0.94,125.96,5.1,35
2008,7,10,160106.49,-20.08,169.21,5.1,69
2008,7,10,173229.25,6.5,124.63,5.1,39
2008,7,11,65138.22,-9.52,107.62,5.3,15
2008,7,11,92817.83,-11.6,-14.49,5,10
2008,7,11,95849.93,-2.94,147.82,5.7,23
2008,7,11,213506.45,21.02,121.13,5.5,6
2008,7,11,214510.9,21.07,121.14,5,10
2008,7,12,122.73,51.36,-176.28,5.3,20
2008,7,12,856.6,-45.82,166.79,5.1,101
2008,7,12,84234.33,-10.64,161.66,5.3,49
2008,7,12,154602.31,43.29,-126.44,5,10
2008,7,13,120217.52,-18.09,168.14,5,35
2008,7,13,145833.01,21.01,121.15,6.2,14
2008,7,14,44451.64,2.18,96.52,5.6,24
2008,7,15,32634.7,35.8,27.86,6.4,52
2008,7,15,50711.9,-47.37,-12.17,5.7,10
2008,7,15,92622.22,31.56,104.12,5,10
2008,7,16,72423.47,-59.35,-18,5,10
2008,7,16,81104,-16.6,-172.96,5.7,10
2008,7,16,103649.79,8.29,-102.87,5.4,10
2008,7,16,124841.24,-28.22,-175.74,5.1,10
2008,7,16,134216.59,8.44,-102.89,5.1,10
2008,7,16,170919.07,-31.13,-178.51,5.5,89
2008,7,16,172343.15,16.83,148.1,5,10
2008,7,16,223128.38,-54.92,-127.5,5.1,10
2008,7,16,225820.09,33.17,92.08,5.3,20
2008,7,17,164042.58,31.64,104.2,5.1,16
2008,7,17,182138.69,44.33,-129.48,5,10
